pc,caller_label,mnemonic,target,instruction
0000,L0000,LJMP,L0000,LJMP L0000
0008,L0000,JBC,L0011,"JBC 20h.3,L0011"
000B,L0000,LJMP,L59EF,LJMP L59EF
0023,L0011,LJMP,L59B8,LJMP L59B8
002F,L0011,LCALL,L03BF,LCALL L03BF
0032,L0011,JB,L0037,"JB ACC.0,L0037"
003C,L0037,LCALL,L03CC,LCALL L03CC
0044,L0037,LCALL,L03CC,LCALL L03CC
004C,L0037,LCALL,L03CC,LCALL L03CC
0054,L0037,LCALL,L03CC,LCALL L03CC
0057,L0037,LCALL,L160A,LCALL L160A
005A,L0037,JZ,L006C,JZ L006C
0061,L0037,LCALL,L03CC,LCALL L03CC
0069,L0037,LCALL,L03CC,LCALL L03CC
0079,L0077,DJNZ,L0077,"DJNZ R0,L0077"
008F,L0081,CJNE,L0081,"CJNE A,#10h,L0081"
0094,L0094,DJNZ,L0094,"DJNZ R2,L0094"
0096,L0094,DJNZ,L0094,"DJNZ R1,L0094"
009C,L0094,JNB,L00A1,"JNB ACC.4,L00A1"
00A1,L00A1,LCALL,L046E,LCALL L046E
00CA,L00A1,JB,L00D1,"JB ACC.4,L00D1"
00D5,L00D1,JB,L0108,"JB ACC.6,L0108"
00DB,L00D1,LCALL,L05F6,LCALL L05F6
00DE,L00D1,CJNE,L00EB,"CJNE A,07h,L00EB"
00E2,L00D1,LCALL,L05F6,LCALL L05F6
00E5,L00D1,CJNE,L00EB,"CJNE A,06h,L00EB"
00E8,L00D1,LJMP,L0108,LJMP L0108
00F4,L00F0,CJNE,L00F0,"CJNE R0,#24h,L00F0"
00FB,L00F0,LCALL,L0603,LCALL L0603
0100,L00F0,LCALL,L0603,LCALL L0603
010C,L0108,JB,L0112,"JB ACC.6,L0112"
010F,L010F,LJMP,L0179,LJMP L0179
0119,L0116,CJNE,L011C,"CJNE R3,#07h,L011C"
011C,L011C,JNC,L0123,JNC L0123
011F,L011C,CJNE,L0122,"CJNE R3,#03h,L0122"
012C,L0123,LCALL,L03D3,LCALL L03D3
013B,L0123,JB,L0150,"JB ACC.4,L0150"
0144,L0123,LCALL,L03D3,LCALL L03D3
0147,L0123,LCALL,L04C4,LCALL L04C4
014B,L0123,DJNZ,L0116,"DJNZ R3,L0116"
014D,L0123,LJMP,L01B3,LJMP L01B3
0154,L0150,LCALL,L03D3,LCALL L03D3
0159,L0150,LCALL,L04C4,LCALL L04C4
0160,L0150,LCALL,L03D3,LCALL L03D3
016D,L0150,LCALL,L03D3,LCALL L03D3
0170,L0150,LCALL,L04C4,LCALL L04C4
0174,L0150,DJNZ,L0116,"DJNZ R3,L0116"
0176,L0150,LJMP,L01B3,LJMP L01B3
0179,L0179,LCALL,L15F7,LCALL L15F7
017C,L0179,JNZ,L01B3,JNZ L01B3
0191,L0179,JB,L019C,"JB ACC.4,L019C"
0199,L0179,LJMP,L01B0,LJMP L01B0
01A1,L019C,LCALL,L04C4,LCALL L04C4
01B0,L01B0,LCALL,L04C4,LCALL L04C4
01BF,L01B3,LCALL,L04C4,LCALL L04C4
01C8,L01B3,CJNE,L01E3,"CJNE A,#0Bh,L01E3"
01DD,L01D5,JNC,L01E1,JNC L01E1
01E1,L01E1,DJNZ,L01D5,"DJNZ R2,L01D5"
01E9,L01E3,CJNE,L01EC,"CJNE A,#06h,L01EC"
01EC,L01EC,JC,L01F0,JC L01F0
01F4,L01F0,JNB,L0202,"JNB ACC.7,L0202"
01FD,L01F0,CJNE,L0200,"CJNE A,#0Ah,L0200"
0200,L0200,JC,L0205,JC L0205
0202,L0202,LCALL,L0478,LCALL L0478
020B,L0205,CJNE,L020E,"CJNE A,#07h,L020E"
020E,L020E,JC,L0213,JC L0213
0213,L0213,JB,L0221,"JB 2Bh.2,L0221"
021C,L0213,CJNE,L021F,"CJNE A,#0Ah,L021F"
021F,L021F,JC,L0222,JC L0222
0224,L0222,JB,L0236,"JB 2Bh.2,L0236"
022A,L0222,LCALL,L03D3,LCALL L03D3
0232,L0222,JZ,L0236,JZ L0236
023A,L0236,LCALL,L0410,LCALL L0410
023D,L0236,LCALL,L045A,LCALL L045A
0248,L0236,JB,L025A,"JB ACC.0,L025A"
0254,L0236,JB,L025A,"JB ACC.6,L025A"
0257,L0236,LCALL,L5600,LCALL L5600
026A,L025A,JNB,L026F,"JNB ACC.5,L026F"
02A8,L026F,JNB,L02AE,"JNB ACC.0,L02AE"
02AB,L026F,LCALL,L4618,LCALL L4618
02AE,L02AE,JNB,L02B4,"JNB PSW.1,L02B4"
02B1,L02AE,LCALL,L5948,LCALL L5948
02B8,L02B4,JB,L02BE,"JB ACC.0,L02BE"
02BB,L02B4,LJMP,L0318,LJMP L0318
02C2,L02BE,JB,L0306,"JB ACC.3,L0306"
02D1,L02BE,CJNE,L02D4,"CJNE A,00h,L02D4"
02D4,L02D4,JC,L02EB,JC L02EB
02DC,L02D4,CJNE,L02DF,"CJNE A,00h,L02DF"
02DF,L02DF,JC,L02E7,JC L02E7
02EF,L02EB,LCALL,L0532,LCALL L0532
02F6,L02EB,LCALL,L0532,LCALL L0532
02FD,L02EB,LCALL,L0532,LCALL L0532
0300,L02EB,LCALL,L0577,LCALL L0577
0303,L02EB,LJMP,L0318,LJMP L0318
030C,L0306,CJNE,L030F,"CJNE A,#0Ah,L030F"
030F,L030F,JC,L0318,JC L0318
0324,L0318,JNB,L0332,"JNB ACC.7,L0332"
032F,L0318,LJMP,L033C,LJMP L033C
034C,L033C,LJMP,L585F,LJMP L585F
0351,L034F,CJNE,L0357,"CJNE @R0,#03h,L0357"
035D,L0357,CJNE,L036E,"CJNE @R0,#03h,L036E"
0362,L0357,LJMP,L036E,LJMP L036E
0369,L0365,CJNE,L036E,"CJNE @R0,#09h,L036E"
037A,L0379,JNZ,L037F,JNZ L037F
038A,L0385,DJNZ,L0385,"DJNZ R2,L0385"
03A6,L03A3,JNZ,L03AB,JNZ L03AB
03B8,L03B2,DJNZ,L03B2,"DJNZ R2,L03B2"
03E2,L03D6,LCALL,L387A,LCALL L387A
03E8,L03D6,CJNE,L03EC,"CJNE R3,#01h,L03EC"
0406,L0406,ACALL,L03F3,ACALL L03F3
040E,L0406,SJMP,L03D6,SJMP L03D6
0410,L0410,JB,L044E,"JB 2Bh.2,L044E"
041D,L0410,JNZ,L0426,JNZ L0426
0428,L0426,ACALL,L03D3,ACALL L03D3
0430,L042A,DJNZ,L0435,"DJNZ R2,L0435"
0432,L042A,LJMP,L044D,LJMP L044D
0440,L0435,DJNZ,L0445,"DJNZ R2,L0445"
0442,L0435,LJMP,L044D,LJMP L044D
0456,L044E,ACALL,L03D6,ACALL L03D6
0458,L044E,SJMP,L042A,SJMP L042A
046B,L0467,DJNZ,L0467,"DJNZ R2,L0467"
046E,L046E,JNB,L0477,"JNB 27h.4,L0477"
047D,L0478,LCALL,L0490,LCALL L0490
0481,L0478,LCALL,L0490,LCALL L0490
048C,L0478,LCALL,L04B9,LCALL L04B9
049F,L049C,LJMP,L04AC,LJMP L04AC
04A9,L04A2,LJMP,L04B0,LJMP L04B0
04B6,L04B0,DJNZ,L04B0,"DJNZ R2,L04B0"
04C1,L04BD,DJNZ,L04BD,"DJNZ R2,L04BD"
04D8,L04C4,DJNZ,L04C4,"DJNZ R2,L04C4"
04DD,L04DB,JNB,L04E3,"JNB B.3,L04E3"
04E0,L04DB,LCALL,L0500,LCALL L0500
04E4,L04E3,JNB,L04EA,"JNB B.4,L04EA"
04E7,L04E3,LCALL,L0500,LCALL L0500
04EB,L04EA,JNB,L04F1,"JNB B.5,L04F1"
04EE,L04EA,LCALL,L0500,LCALL L0500
04F2,L04F1,JNB,L04F8,"JNB B.6,L04F8"
04F5,L04F1,LCALL,L0500,LCALL L0500
04F9,L04F8,JNB,L04FF,"JNB B.7,L04FF"
04FC,L04F8,LCALL,L0500,LCALL L0500
0505,L0505,JNB,L050B,"JNB B.3,L050B"
0508,L0505,LCALL,L052C,LCALL L052C
050D,L050B,JNB,L0513,"JNB B.4,L0513"
0510,L050B,LCALL,L052C,LCALL L052C
0515,L0513,JNB,L051B,"JNB B.5,L051B"
0518,L0513,LCALL,L052C,LCALL L052C
051D,L051B,JNB,L0523,"JNB B.6,L0523"
0520,L051B,LCALL,L052C,LCALL L052C
0525,L0523,JNB,L052B,"JNB B.7,L052B"
0528,L0523,LCALL,L052C,LCALL L052C
053C,L0536,CJNE,L0557,"CJNE A,04h,L0557"
054F,L0536,CJNE,L0557,"CJNE A,01h,L0557"
0558,L0557,CJNE,L055E,"CJNE A,#0FFh,L055E"
055B,L0557,LJMP,L0566,LJMP L0566
0563,L055E,CJNE,L0536,"CJNE A,01h,L0536"
0571,L0566,CJNE,L0574,"CJNE R2,#0Bh,L0574"
0574,L0574,JC,L0566,JC L0566
057B,L0577,JB,L0581,"JB ACC.0,L0581"
057E,L0577,LJMP,L05F5,LJMP L05F5
0585,L0581,JNB,L058B,"JNB ACC.3,L058B"
0588,L0581,LJMP,L05EF,LJMP L05EF
058F,L058B,JNB,L059A,"JNB ACC.1,L059A"
0594,L058B,CJNE,L059A,"CJNE A,#00h,L059A"
0597,L058B,LJMP,L05EF,LJMP L05EF
059E,L059A,CJNE,L05A1,"CJNE A,7Ch,L05A1"
05A1,L05A1,JNC,L05A6,JNC L05A6
05A3,L05A1,LJMP,L05EF,LJMP L05EF
05BC,L05B7,CJNE,L05C2,"CJNE A,#0Fh,L05C2"
05BF,L05B7,LJMP,L05F5,LJMP L05F5
05C2,L05C2,CJNE,L05B7,"CJNE A,7Ch,L05B7"
05CB,L05C2,CJNE,L05D1,"CJNE A,#00h,L05D1"
05CE,L05C2,LJMP,L05E2,LJMP L05E2
05DF,L05D1,CJNE,L05D1,"CJNE A,#00h,L05D1"
0615,L0610,AJMP,L03CC,AJMP L03CC
061C,L0617,AJMP,L03CC,AJMP L03CC
0632,L061E,JC,L0639,JC L0639
0639,L0639,ACALL,L03CC,ACALL L03CC
0643,L0639,JC,L064A,JC L064A
064A,L064A,ACALL,L03CC,ACALL L03CC
064E,L064A,JB,L0653,"JB 27h.7,L0653"
0653,L0653,ACALL,L0355,ACALL L0355
065A,L0653,ACALL,L03CC,ACALL L03CC
0662,L065D,ACALL,L03CC,ACALL L03CC
0672,L066D,ACALL,L03CC,ACALL L03CC
067A,L0675,ACALL,L03CC,ACALL L03CC
0682,L067D,ACALL,L03CC,ACALL L03CC
068A,L0685,ACALL,L03CC,ACALL L03CC
0692,L0685,LJMP,L010F,LJMP L010F
06A8,L06A6,CJNE,L06B8,"CJNE A,#32h,L06B8"
06AD,L06A6,LCALL,L0355,LCALL L0355
06B2,L06A6,LCALL,L0355,LCALL L0355
06B5,L06A6,LJMP,L0A7B,LJMP L0A7B
06B8,L06B8,CJNE,L06BB,"CJNE A,#19h,L06BB"
06BB,L06BB,JNC,L06CB,JNC L06CB
06C1,L06BB,CJNE,L06C7,"CJNE A,#0Fh,L06C7"
06C4,L06BB,LJMP,L06CB,LJMP L06CB
06D4,L06CB,LJMP,L0737,LJMP L0737
06D7,L06CB,LJMP,L0A7E,LJMP L0A7E
06DA,L06CB,LJMP,L0AD1,LJMP L0AD1
06DD,L06CB,LJMP,L0A7B,LJMP L0A7B
06E0,L06CB,LJMP,L0B31,LJMP L0B31
06E3,L06CB,LJMP,L0BD1,LJMP L0BD1
06E6,L06CB,LJMP,L0C7F,LJMP L0C7F
06E9,L06CB,LJMP,L0CEF,LJMP L0CEF
06EC,L06CB,LJMP,L0D48,LJMP L0D48
06EF,L06CB,LJMP,L0DCF,LJMP L0DCF
06F2,L06CB,LJMP,L0E40,LJMP L0E40
06F5,L06CB,LJMP,L0A7B,LJMP L0A7B
06F8,L06CB,LJMP,L0EB8,LJMP L0EB8
06FB,L06CB,LJMP,L0F2F,LJMP L0F2F
06FE,L06CB,LJMP,L0F4F,LJMP L0F4F
0701,L06CB,LJMP,L0F67,LJMP L0F67
0704,L06CB,LJMP,L0FB0,LJMP L0FB0
0707,L06CB,LJMP,L101F,LJMP L101F
070A,L06CB,LJMP,L10A8,LJMP L10A8
070D,L06CB,LJMP,L1111,LJMP L1111
0710,L06CB,LJMP,L1173,LJMP L1173
0713,L06CB,LJMP,L1187,LJMP L1187
0716,L06CB,LJMP,L11A2,LJMP L11A2
0719,L06CB,LJMP,L126A,LJMP L126A
071C,L06CB,LJMP,L12A4,LJMP L12A4
071F,L06CB,LJMP,L1352,LJMP L1352
0722,L06CB,LJMP,L138F,LJMP L138F
0725,L06CB,LJMP,L13BF,LJMP L13BF
0728,L06CB,LJMP,L147A,LJMP L147A
072B,L06CB,LJMP,L0A7B,LJMP L0A7B
072E,L06CB,LJMP,L0A7B,LJMP L0A7B
0731,L06CB,LJMP,L149F,LJMP L149F
0734,L06CB,LJMP,L14C2,LJMP L14C2
0739,L0737,CJNE,L073F,"CJNE A,#0Dh,L073F"
073C,L0737,LJMP,L585F,LJMP L585F
073F,L073F,CJNE,L0745,"CJNE A,#10h,L0745"
0742,L073F,LJMP,L0748,LJMP L0748
0745,L0745,CJNE,L0751,"CJNE A,#0Eh,L0751"
0748,L0748,JB,L0751,"JB 26h.1,L0751"
074B,L0748,JB,L0751,"JB 2Ch.7,L0751"
074E,L0748,LJMP,L585F,LJMP L585F
0753,L0751,CJNE,L075C,"CJNE A,#10h,L075C"
0759,L0751,LJMP,L585F,LJMP L585F
075C,L075C,CJNE,L076A,"CJNE A,#17h,L076A"
0767,L075C,LJMP,L585F,LJMP L585F
076A,L076A,CJNE,L0773,"CJNE A,#1Dh,L0773"
0770,L076A,LJMP,L585F,LJMP L585F
0773,L0773,CJNE,L077E,"CJNE A,#13h,L077E"
0778,L0773,LCALL,L5931,LCALL L5931
077B,L0773,LJMP,L585F,LJMP L585F
077E,L077E,CJNE,L07AC,"CJNE A,#0Ah,L07AC"
0781,L077E,LCALL,L38C1,LCALL L38C1
0784,L077E,JZ,L07A9,JZ L07A9
0786,L077E,CJNE,L079B,"CJNE A,#01h,L079B"
0792,L077E,LCALL,L3B91,LCALL L3B91
0798,L077E,LJMP,L585F,LJMP L585F
079F,L079B,JNB,L07A5,"JNB ACC.4,L07A5"
07A2,L079B,JB,L07A9,"JB 29h.5,L07A9"
07A9,L07A9,LJMP,L585F,LJMP L585F
07AC,L07AC,CJNE,L080F,"CJNE A,#20h,L080F"
07B1,L07AC,CJNE,L07DD,"CJNE A,#03h,L07DD"
07B4,L07AC,LCALL,L1596,LCALL L1596
07B7,L07AC,JZ,L080C,JZ L080C
07BD,L07AC,LCALL,L3AB0,LCALL L3AB0
07C9,L07AC,LCALL,L038F,LCALL L038F
07DA,L07AC,LJMP,L585F,LJMP L585F
07DD,L07DD,JNZ,L080C,JNZ L080C
07E0,L07DD,LCALL,L393A,LCALL L393A
07E3,L07DD,JZ,L080C,JZ L080C
07E8,L07DD,LCALL,L394B,LCALL L394B
07EB,L07DD,JNZ,L07FD,JNZ L07FD
07EF,L07DD,LCALL,L0355,LCALL L0355
07F7,L07DD,LCALL,L3B91,LCALL L3B91
07FA,L07DD,LJMP,L585F,LJMP L585F
07FF,L07FD,CJNE,L0804,"CJNE A,#01h,L0804"
0806,L0804,LCALL,L0355,LCALL L0355
0809,L0804,LCALL,L3C0F,LCALL L3C0F
080C,L080C,LJMP,L585F,LJMP L585F
080F,L080F,CJNE,L081E,"CJNE A,#02h,L081E"
0818,L0816,LCALL,L0355,LCALL L0355
081B,L0816,LJMP,L585F,LJMP L585F
081E,L081E,CJNE,L0865,"CJNE A,#08h,L0865"
0821,L0821,LCALL,L38EC,LCALL L38EC
0824,L0821,JZ,L083C,JZ L083C
0826,L0821,JB,L083F,"JB ACC.1,L083F"
0829,L0821,JB,L085F,"JB ACC.2,L085F"
0839,L0821,LCALL,L0355,LCALL L0355
083C,L083C,LJMP,L585F,LJMP L585F
083F,L083F,LCALL,L3B7C,LCALL L3B7C
0842,L083F,LCALL,L384B,LCALL L384B
084C,L083F,LCALL,L03D3,LCALL L03D3
084F,L083F,LCALL,L3A6B,LCALL L3A6B
0854,L083F,LCALL,L0355,LCALL L0355
085C,L083F,LJMP,L585F,LJMP L585F
085F,L085F,LCALL,L3BA2,LCALL L3BA2
0862,L085F,LJMP,L585F,LJMP L585F
0865,L0865,CJNE,L08D0,"CJNE A,#01h,L08D0"
0868,L0865,JB,L08A2,"JB 29h.5,L08A2"
086D,L0865,JNZ,L089F,JNZ L089F
0873,L0865,JB,L087F,"JB ACC.0,L087F"
087C,L0865,CJNE,L08A2,"CJNE A,#0Fh,L08A2"
0887,L087F,LCALL,L15A4,LCALL L15A4
088A,L088A,LCALL,L386F,LCALL L386F
088D,L088A,CJNE,L0893,"CJNE R0,#00h,L0893"
0890,L088A,LJMP,L0E9F,LJMP L0E9F
0893,L0893,LCALL,L3B31,LCALL L3B31
0899,L0893,LCALL,L3A6B,LCALL L3A6B
089F,L089F,LJMP,L585F,LJMP L585F
08A2,L08A2,LCALL,L387A,LCALL L387A
08A5,L08A2,JZ,L08B3,JZ L08B3
08A7,L08A2,LCALL,L03F3,LCALL L03F3
08AA,L08A2,LCALL,L39D3,LCALL L39D3
08B0,L08A2,LJMP,L585F,LJMP L585F
08B7,L08B3,JNB,L08CD,"JNB ACC.2,L08CD"
08BA,L08B3,LCALL,L384B,LCALL L384B
08BD,L08B3,JZ,L08CD,JZ L08CD
08C1,L08B3,LCALL,L3B46,LCALL L3B46
08CA,L08B3,LCALL,L3A6B,LCALL L3A6B
08CD,L08CD,LJMP,L585F,LJMP L585F
08D0,L08D0,CJNE,L08E3,"CJNE A,#0Eh,L08E3"
08D3,L08D0,LCALL,L3955,LCALL L3955
08D6,L08D0,JZ,L08E0,JZ L08E0
08DA,L08D0,LCALL,L3A42,LCALL L3A42
08E0,L08E0,LJMP,L585F,LJMP L585F
08E3,L08E3,CJNE,L090D,"CJNE A,#04h,L090D"
08E8,L08E3,CJNE,L08EE,"CJNE A,#09h,L08EE"
08EB,L08E3,LJMP,L090A,LJMP L090A
08F2,L08EE,JB,L090A,"JB ACC.0,L090A"
08FC,L08F8,LCALL,L0355,LCALL L0355
090A,L090A,LJMP,L585F,LJMP L585F
090D,L090D,CJNE,L095F,"CJNE A,#09h,L095F"
0910,L090D,JB,L093B,"JB 2Bh.4,L093B"
0913,L090D,LCALL,L384B,LCALL L384B
0916,L090D,JZ,L0932,JZ L0932
091A,L090D,LCALL,L3B46,LCALL L3B46
0920,L090D,JB,L092C,"JB 29h.5,L092C"
0929,L090D,CJNE,L0935,"CJNE A,7Ch,L0935"
092F,L092C,LCALL,L3A6B,LCALL L3A6B
0932,L0932,LJMP,L585F,LJMP L585F
0935,L0935,LCALL,L3AAE,LCALL L3AAE
0938,L0935,LJMP,L585F,LJMP L585F
093B,L093B,LCALL,L155F,LCALL L155F
093E,L093B,JZ,L095C,JZ L095C
094D,L093B,CJNE,L0959,"CJNE A,7Ch,L0959"
0953,L093B,LCALL,L3A6D,LCALL L3A6D
0956,L093B,LJMP,L585F,LJMP L585F
0959,L0959,LCALL,L3AB0,LCALL L3AB0
095C,L095C,LJMP,L585F,LJMP L585F
095F,L095F,CJNE,L09B2,"CJNE A,#7Fh,L09B2"
0968,L095F,CJNE,L096E,"CJNE A,#0Bh,L096E"
096B,L095F,LJMP,L098C,LJMP L098C
0972,L096E,JNB,L0978,"JNB ACC.0,L0978"
0975,L096E,LCALL,L4618,LCALL L4618
097C,L0978,JNB,L0986,"JNB ACC.1,L0986"
0983,L0978,LCALL,L0355,LCALL L0355
0986,L0986,LCALL,L380A,LCALL L380A
0989,L0986,LJMP,L585F,LJMP L585F
0999,L098C,LCALL,L3892,LCALL L3892
099C,L098C,JZ,L09A7,JZ L09A7
099E,L098C,LCALL,L3B5E,LCALL L3B5E
09A4,L098C,LJMP,L585F,LJMP L585F
09AF,L09A7,LJMP,L585F,LJMP L585F
09B2,L09B2,CJNE,L09B8,"CJNE A,#3Dh,L09B8"
09B5,L09B2,LJMP,L0816,LJMP L0816
09B8,L09B8,CJNE,L09C1,"CJNE A,#07h,L09C1"
09BB,L09B8,LCALL,L37A8,LCALL L37A8
09BE,L09B8,LJMP,L585F,LJMP L585F
09C1,L09C1,CJNE,L09CA,"CJNE A,#0Bh,L09CA"
09C4,L09C1,LCALL,L3787,LCALL L3787
09C7,L09C1,LJMP,L585F,LJMP L585F
09CA,L09CA,CJNE,L09D3,"CJNE A,#29h,L09D3"
09CD,L09CA,LCALL,L37C9,LCALL L37C9
09D0,L09CA,LJMP,L585F,LJMP L585F
09D3,L09D3,CJNE,L09DC,"CJNE A,#2Bh,L09DC"
09D6,L09D3,LCALL,L37E2,LCALL L37E2
09D9,L09D3,LJMP,L585F,LJMP L585F
09DC,L09DC,CJNE,L09E2,"CJNE A,#2Ah,L09E2"
09DF,L09DC,LCALL,L37F3,LCALL L37F3
09E2,L09E2,CJNE,L0A32,"CJNE A,#41h,L0A32"
09EF,L09E5,JB,L09FA,"JB 2Bh.2,L09FA"
09F4,L09E5,CJNE,L09FA,"CJNE A,#05h,L09FA"
09F7,L09E5,LJMP,L0A1B,LJMP L0A1B
09FC,L09FA,CJNE,L0A18,"CJNE A,#20h,L0A18"
09FF,L09FA,LCALL,L39FC,LCALL L39FC
0A02,L09FA,JZ,L0A06,JZ L0A06
0A04,L09FA,JNC,L0A0D,JNC L0A0D
0A0A,L0A06,LJMP,L585F,LJMP L585F
0A12,L0A0D,LCALL,L45B3,LCALL L45B3
0A15,L0A0D,LJMP,L585F,LJMP L585F
0A1B,L0A1B,LCALL,L391D,LCALL L391D
0A1E,L0A1B,JZ,L0A7B,JZ L0A7B
0A23,L0A1B,LCALL,L3A6B,LCALL L3A6B
0A2F,L0A1B,LJMP,L585F,LJMP L585F
0A32,L0A32,CJNE,L0A7B,"CJNE A,#0Dh,L0A7B"
0A35,L0A32,LCALL,L160A,LCALL L160A
0A38,L0A32,JZ,L0A4B,JZ L0A4B
0A48,L0A32,LJMP,L585F,LJMP L585F
0A4B,L0A4B,JB,L0A58,"JB ACC.7,L0A58"
0A52,L0A4B,JB,L0A58,"JB ACC.7,L0A58"
0A55,L0A4B,LJMP,L585F,LJMP L585F
0A58,L0A58,LCALL,L3AFE,LCALL L3AFE
0A5B,L0A58,LCALL,L384B,LCALL L384B
0A61,L0A58,LCALL,L3A6B,LCALL L3A6B
0A69,L0A58,LCALL,L384B,LCALL L384B
0A6C,L0A58,LCALL,L3BAD,LCALL L3BAD
0A6F,L0A58,JZ,L0A7B,JZ L0A7B
0A71,L0A58,CJNE,L0A7B,"CJNE R4,#01h,L0A7B"
0A76,L0A58,LCALL,L3B91,LCALL L3B91
0A7B,L0A7B,LJMP,L585F,LJMP L585F
0A80,L0A7E,CJNE,L0A8F,"CJNE A,#20h,L0A8F"
0A8C,L0A7E,LJMP,L585F,LJMP L585F
0A8F,L0A8F,CJNE,L0ABB,"CJNE A,#01h,L0ABB"
0A9B,L0A8F,JNZ,L0ACB,JNZ L0ACB
0AA1,L0A8F,JB,L0AAD,"JB ACC.0,L0AAD"
0AAA,L0A8F,CJNE,L0ACB,"CJNE A,#0Fh,L0ACB"
0AB5,L0AAD,LCALL,L15A4,LCALL L15A4
0AB8,L0AAD,LJMP,L088A,LJMP L088A
0ABB,L0ABB,CJNE,L0ACE,"CJNE A,#3Dh,L0ACE"
0AC5,L0ABB,LCALL,L0355,LCALL L0355
0ACB,L0ACB,LJMP,L585F,LJMP L585F
0ACE,L0ACE,LJMP,L09E2,LJMP L09E2
0AD3,L0AD1,CJNE,L0ADE,"CJNE A,#2Fh,L0ADE"
0ADB,L0AD1,LJMP,L585F,LJMP L585F
0ADE,L0ADE,CJNE,L0AEA,"CJNE A,#0Eh,L0AEA"
0AE1,L0ADE,LCALL,L397C,LCALL L397C
0AE4,L0ADE,LCALL,L3A42,LCALL L3A42
0AE7,L0ADE,LJMP,L585F,LJMP L585F
0AEA,L0AEA,CJNE,L0AFA,"CJNE A,#3Dh,L0AFA"
0AF1,L0AED,LCALL,L0355,LCALL L0355
0AF7,L0AED,LJMP,L585F,LJMP L585F
0AFA,L0AFA,CJNE,L0B06,"CJNE A,#04h,L0B06"
0B03,L0AFA,LJMP,L08F8,LJMP L08F8
0B06,L0B06,CJNE,L0B2E,"CJNE A,#02h,L0B2E"
0B0F,L0B06,JZ,L0B2A,JZ L0B2A
0B27,L0B06,LJMP,L585F,LJMP L585F
0B2C,L0B2A,SJMP,L0AED,SJMP L0AED
0B2E,L0B2E,LJMP,L09B8,LJMP L09B8
0B33,L0B31,CJNE,L0B3E,"CJNE A,#2Fh,L0B3E"
0B3B,L0B31,LJMP,L585F,LJMP L585F
0B3E,L0B3E,CJNE,L0B44,"CJNE A,#3Dh,L0B44"
0B41,L0B3E,LJMP,L0BEC,LJMP L0BEC
0B44,L0B44,CJNE,L0B66,"CJNE A,#20h,L0B66"
0B47,L0B44,JNB,L0B58,"JNB 2Bh.4,L0B58"
0B4C,L0B44,JZ,L0B63,JZ L0B63
0B52,L0B44,LCALL,L15D5,LCALL L15D5
0B55,L0B44,LJMP,L585F,LJMP L585F
0B5A,L0B58,JZ,L0B63,JZ L0B63
0B60,L0B58,LCALL,L15D5,LCALL L15D5
0B63,L0B63,LJMP,L585F,LJMP L585F
0B66,L0B66,CJNE,L0B79,"CJNE A,#09h,L0B79"
0B69,L0B66,JB,L0B63,"JB 2Bh.4,L0B63"
0B6E,L0B66,JZ,L0BBD,JZ L0BBD
0B70,L0B66,LCALL,L156D,LCALL L156D
0B73,L0B66,JZ,L0BBD,JZ L0BBD
0B77,L0B66,SJMP,L0B58,SJMP L0B58
0B79,L0B79,CJNE,L0BAB,"CJNE A,#04h,L0BAB"
0B7C,L0B79,JB,L0B97,"JB 2Bh.4,L0B97"
0B7F,L0B79,LCALL,L384B,LCALL L384B
0B82,L0B79,LCALL,L3BAD,LCALL L3BAD
0B85,L0B79,CJNE,L0BBD,"CJNE R4,#00h,L0BBD"
0B8B,L0B79,LCALL,L3C05,LCALL L3C05
0B94,L0B79,LJMP,L08F8,LJMP L08F8
0B97,L0B97,LCALL,L155F,LCALL L155F
0B9F,L0B97,LCALL,L3C07,LCALL L3C07
0BA8,L0B97,LJMP,L08F8,LJMP L08F8
0BAB,L0BAB,CJNE,L0BCE,"CJNE A,#02h,L0BCE"
0BAE,L0BAB,JB,L0BEC,"JB 2Ch.1,L0BEC"
0BB1,L0BAB,JB,L0BC0,"JB 2Bh.4,L0BC0"
0BB4,L0BAB,LCALL,L384B,LCALL L384B
0BBA,L0BAB,LCALL,L3AAE,LCALL L3AAE
0BBD,L0BBD,LJMP,L585F,LJMP L585F
0BC0,L0BC0,LCALL,L155F,LCALL L155F
0BC8,L0BC0,LCALL,L3AB0,LCALL L3AB0
0BCB,L0BC0,LJMP,L585F,LJMP L585F
0BCE,L0BCE,LJMP,L09B8,LJMP L09B8
0BD3,L0BD1,CJNE,L0BE9,"CJNE A,#02h,L0BE9"
0BD6,L0BD1,LCALL,L3AFE,LCALL L3AFE
0BD9,L0BD1,LCALL,L384B,LCALL L384B
0BDC,L0BD1,LCALL,L3AAE,LCALL L3AAE
0BE1,L0BD1,LCALL,L3B91,LCALL L3B91
0BE6,L0BD1,LJMP,L585F,LJMP L585F
0BE9,L0BE9,CJNE,L0C01,"CJNE A,#0Dh,L0C01"
0BF8,L0BEC,LCALL,L0355,LCALL L0355
0BFE,L0BEC,LJMP,L585F,LJMP L585F
0C01,L0C01,CJNE,L0C14,"CJNE A,#20h,L0C14"
0C06,L0C01,JZ,L0C11,JZ L0C11
0C0C,L0C08,LCALL,L15D5,LCALL L15D5
0C11,L0C11,LJMP,L585F,LJMP L585F
0C14,L0C14,CJNE,L0C69,"CJNE A,#01h,L0C69"
0C17,L0C14,LCALL,L384B,LCALL L384B
